username,comment,rating,likes,create_time,userid,orderid,product_name,product_type,product_label,comment_usefulness,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence
felicia12345678,,5,0,2020-07-22T10:20:02+00:00,11012996,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,tidak_berguna,,,1,neutral,0.6
siput.trust,,5,0,2023-09-08T05:49:37+00:00,263571353,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
moonsoull,,5,0,2023-10-03T02:48:07+00:00,265597809,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
m*****m,,5,0,2023-02-08T12:56:37+00:00,82317723,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
herryofficialll,,5,0,2023-10-30T04:31:30+00:00,475511247,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
sukmaanom119,,4,0,2023-07-10T15:24:00+00:00,67511201,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
heryantiwahyupratama,,5,0,2022-10-10T05:30:32+00:00,42824113,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
widya_wardoyo,,4,0,2023-07-11T12:58:52+00:00,5999339,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
elisabethsn_29,,5,0,2022-10-05T11:21:39+00:00,325816058,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
ismiindriyani_,,5,0,2023-10-10T22:58:51+00:00,159093075,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
maghfiram.labido,,5,0,2023-02-14T13:15:16+00:00,14408966,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
lipvv,,5,0,2023-07-12T06:29:36+00:00,333269525,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
j*****r,,5,0,2022-09-30T23:01:13+00:00,201221550,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
rose_2collection,,5,0,2023-10-10T10:40:07+00:00,367626981,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
zain_ardiansyah,,5,0,2023-02-26T11:39:27+00:00,73294650,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
by.numd,,5,0,2023-08-31T03:16:02+00:00,156943995,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
m*****o,,5,0,2022-07-27T11:56:48+00:00,89149322,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
wiwinsaputridaelidaeli,,3,0,2023-10-22T09:03:53+00:00,694549013,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
f*****a,,4,0,2023-07-11T06:15:45+00:00,117355621,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
fegadalie,,5,0,2023-10-15T12:08:12+00:00,266715392,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
lionelstore7,,4,0,2023-07-17T23:37:05+00:00,262687616,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
nhnurhayati,,5,0,2023-01-05T00:03:21+00:00,39082006,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
azhar.nazhi,,5,0,2023-07-08T11:00:52+00:00,154072395,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
amieamiaa,,5,0,2023-10-12T09:58:51+00:00,366059856,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
chargen,,5,0,2023-08-16T06:56:56+00:00,18818227,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
mutiagstyy_,,5,0,2023-07-20T09:10:38+00:00,312382031,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
wulandhanikusumaningrum,,5,0,2023-07-17T00:59:15+00:00,111606083,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
inuwisengsari,,5,0,2023-07-16T04:32:56+00:00,157582062,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
i*****i,,5,0,2023-07-03T05:58:35+00:00,94388718,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
irmalupita,,5,0,2020-06-12T14:41:02+00:00,33352259,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,tidak_berguna,,,1,neutral,0.6
yuna_fashion123,,4,0,2023-07-17T22:35:33+00:00,306063367,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
87anggitya,,5,0,2023-07-15T07:34:45+00:00,196572055,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
m1_4th0wu4,,5,0,2023-09-25T07:13:00+00:00,989022894,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
labelladade,,5,0,2023-05-28T02:48:43+00:00,242635678,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
waben070118,,5,0,2022-12-30T13:08:18+00:00,144077021,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
_49nnkfmau,,5,0,2023-09-19T10:34:38+00:00,491080127,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
suryakolifa,,5,0,2023-08-10T20:21:59+00:00,201530209,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
maskun017,,5,0,2023-09-15T04:13:02+00:00,354980343,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
luqshop098,,5,0,2022-11-17T08:13:13+00:00,63612063,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
adudulll,,4,0,2023-09-17T13:02:56+00:00,392444895,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
b*****a,,5,0,2023-09-13T08:29:55+00:00,283844368,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
7p79yrsqaw,,5,0,2023-09-13T09:53:21+00:00,687842825,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
jayatriono,,3,0,2023-09-20T21:04:38+00:00,696302517,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
desijuntak60,,5,0,2023-09-07T12:47:55+00:00,404264273,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
rafikurnia2004,,4,0,2023-09-12T11:02:18+00:00,37767088,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
ninanaeemaakio,,5,0,2023-04-06T13:04:14+00:00,24256906,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
ek4ecctkqw,,4,0,2023-09-11T08:01:57+00:00,1011000631,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
bayukurniawan818,,5,0,2023-08-10T21:25:33+00:00,294732403,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
rhamiina,,5,0,2023-07-11T02:23:03+00:00,326106240,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
zonialbab,,5,0,2022-09-30T06:51:09+00:00,196794859,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
suryo_saputro,,4,0,2023-09-03T10:12:12+00:00,96586780,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
chintya_d.a,,5,0,2023-08-12T13:20:21+00:00,331718935,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
e*****3,,3,0,2022-10-07T14:54:43+00:00,237596475,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
dewiidewisrimulayni,,5,0,2023-08-10T21:25:46+00:00,980345268,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
evanza13,,5,0,2022-11-23T03:36:51+00:00,22494936,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
f*****8,,5,0,2023-06-28T03:01:55+00:00,548314917,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
kerupukazizah,,5,0,2023-07-13T05:15:55+00:00,292051282,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
mifzal05,,5,0,2023-07-21T00:04:31+00:00,329802053,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
aghisnafinnurika,,5,0,2022-09-06T09:50:17+00:00,236260347,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
yategh,,5,0,2023-07-19T22:12:29+00:00,744110386,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
sevtasukm,,5,0,2023-07-15T11:50:56+00:00,433514879,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
diniyuniasari18,,5,0,2023-07-15T07:25:49+00:00,509371498,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
sanita.sianturi,,5,0,2023-07-15T03:21:59+00:00,881175410,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
erinsalsabila155,,5,0,2023-07-14T05:04:41+00:00,798506136,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
iismarlina410,,5,0,2023-07-10T15:11:17+00:00,576684824,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
novian_tri_setyo_aji,,5,0,2023-06-05T09:18:20+00:00,208636559,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
fadiafebriyolanda,,5,0,2023-07-01T11:06:16+00:00,888108104,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
imadeindra075,,5,0,2023-06-27T13:41:00+00:00,698213391,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
e08utr3f96,,5,0,2023-06-27T06:47:57+00:00,719181995,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
nursamsiskw,,4,0,2023-08-10T21:24:29+00:00,725660957,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
ayu_febriana1,,5,0,2023-06-12T08:57:07+00:00,718506343,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
putrivebiramadhani,,5,0,2023-05-19T10:02:27+00:00,320100023,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
lalasumiyati,,5,0,2023-05-09T06:08:43+00:00,18865978,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
mahdiyana812,,5,0,2023-05-05T12:49:38+00:00,992499422,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
muhammad_noor_ilham,,5,0,2023-02-15T08:02:38+00:00,368807289,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
pin38cipeng,,5,0,2023-03-17T12:53:04+00:00,481856977,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
lilisastuti663,,5,0,2022-12-06T21:59:57+00:00,721971350,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
mariyaulfah764,,5,0,2023-01-09T13:54:07+00:00,544610159,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
,,5,0,2023-04-11T13:09:28+00:00,423630029,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
ayulestarifatmo,,4,0,2023-06-30T05:04:20+00:00,535334747,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
tulasih37,,4,0,2023-06-20T09:13:49+00:00,531310587,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
m.khoirul.riski,,4,0,2022-08-26T10:38:50+00:00,227789517,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
,,4,0,2023-04-12T15:17:05+00:00,495232333,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
r66q559hii,,3,0,2023-07-11T09:08:17+00:00,952908780,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
jamal5669,,3,0,2023-02-21T11:39:36+00:00,642568571,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
1*****h,,2,0,2022-12-15T09:26:01+00:00,475818666,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
11adxh,,1,0,2023-02-02T21:02:58+00:00,475818666,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
fayzaparfume_,,5,0,2025-09-28T14:36:57+00:00,24078796,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
lusyananuryhartati,,5,0,2025-06-28T07:24:00+00:00,57001577,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
nilamsantika,,5,0,2025-07-19T23:53:23+00:00,132094844,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
ericksyaputra234,,5,0,2025-05-28T10:56:16+00:00,225348721,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
sukhem77,,5,0,2025-07-29T12:40:39+00:00,469859103,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
yulifashihah,,5,0,2025-05-07T08:36:04+00:00,303708495,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
ssri6708,,5,0,2025-07-24T00:20:13+00:00,34252235,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
witatze21,,5,0,2025-06-08T14:21:22+00:00,458630118,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
armanq57,,5,0,2025-05-29T06:41:48+00:00,487170669,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
watiida14,,5,0,2025-07-09T06:30:59+00:00,206097282,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
stefanusgonzalez,,5,0,2025-07-27T11:25:55+00:00,127019028,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
albagaz_10,,4,0,2025-07-18T15:18:59+00:00,251414644,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
agus_prayitnoo,,5,0,2025-06-30T10:59:52+00:00,254245462,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
siti_hajar2898,,5,0,2025-07-25T04:27:17+00:00,551506814,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
jfqlxb4eno,,5,0,2025-03-28T02:26:39+00:00,808976948,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
3qmgk6tu_l,,5,0,2025-08-20T22:09:10+00:00,1525807248,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
riantyhanqn,,5,0,2025-08-21T02:01:03+00:00,436370493,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
yenisurasmi67,,5,0,2025-09-03T06:25:41+00:00,329829807,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
mei3lika,,5,0,2025-09-03T12:31:05+00:00,1159080499,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
diegorafael299,,5,0,2025-09-02T09:02:40+00:00,1148626317,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
linasimanjuntak479,,5,0,2025-04-30T14:52:22+00:00,819465248,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
ridhwanhanafi495,,5,0,2025-05-02T06:53:16+00:00,844443383,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
hmiddfauzi,,5,0,2025-07-03T05:36:31+00:00,1252651888,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
evinuryanti01,,5,0,2025-07-07T04:24:13+00:00,1350978818,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
mafaselsafi,,5,0,2025-07-04T05:31:45+00:00,1065420286,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
uristiana15,,5,0,2025-07-06T02:21:15+00:00,1352384476,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
agungsulaksono104,,5,0,2025-07-06T06:44:03+00:00,670009275,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
san.san.ka,,5,0,2025-07-09T09:38:00+00:00,1173764525,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
aliefr.14,,5,0,2025-08-03T07:18:08+00:00,101962333,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
ramawatiduri842,,5,0,2025-08-03T09:03:05+00:00,1406146155,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
hasbianoranor,,5,0,2025-08-03T14:08:01+00:00,1561187530,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
pfadillah,,5,0,2025-08-06T02:46:31+00:00,111547450,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
amni080302,,5,0,2025-05-29T04:11:25+00:00,298840388,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
naila215xk,,5,0,2025-06-26T09:41:17+00:00,1357616720,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
fathirwibawa,,5,0,2025-06-27T23:02:23+00:00,625221447,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
wuvk6m50ta,,5,0,2025-06-28T13:55:46+00:00,1414335790,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
malviderlena,,5,0,2025-07-10T03:16:58+00:00,672752204,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
yazidhafizalfaeyza,,5,0,2025-07-12T07:39:50+00:00,1065304649,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
hauzanalif465,,5,0,2025-07-13T16:02:03+00:00,1507857315,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
m*****a,,5,0,2025-07-14T04:12:45+00:00,946197580,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
zizi.vana22,,5,0,2025-07-12T00:03:44+00:00,1209070467,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
_*****w,,5,0,2025-07-15T15:00:28+00:00,1534616964,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
g72qnebyyk,,5,0,2025-07-16T10:24:14+00:00,1577254353,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
b*****p,,5,0,2025-07-18T05:04:58+00:00,1018077420,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
dimassyahputra460,,5,0,2025-07-13T04:37:21+00:00,1149486233,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
